"#Some of the genomic variants, genes, nucleic acid sequences, or genomic regions on this list, and their use in specific applications, may be protected by patents.  Customers are advised to determine whether they are required to obtain licenses from the party that owns or controls such patents in order to use the product in Customer's specific application.  Unless expressly stated otherwise in writing by Illumina, Customer, and not Illumina, is solely responsible for obtaining such licenses."""					
#Project ID: 119538					
#Project Name: TS_Cancer_V2_Beta					
#Manifest Type: Regions					
#Target Region Count: 1895					
[Header]					
Manifest Version	2				
POLD1.chr19.50909419.50909599	chr19	50909419	50909599	0	0
POLD1.chr19.50909644.50909794	chr19	50909644	50909794	0	0
POLD1.chr19.50910220.50910451	chr19	50910220	50910451	0	0
POLD1.chr19.50910564.50910692	chr19	50910564	50910692	0	0
POLD1.chr19.50912022.50912178	chr19	50912022	50912178	0	0
POLD1.chr19.50912359.50912512	chr19	50912359	50912512	0	0
POLD1.chr19.50912756.50912943	chr19	50912756	50912943	0	0
POLD1.chr19.50916663.50916798	chr19	50916663	50916798	0	0
POLD1.chr19.50916979.50917156	chr19	50916979	50917156	0	0
POLD1.chr19.50918052.50918267	chr19	50918052	50918267	0	0
POLD1.chr19.50918675.50918867	chr19	50918675	50918867	0	0
POLD1.chr19.50918961.50919103	chr19	50918961	50919103	0	0
POLD1.chr19.50919633.50919805	chr19	50919633	50919805	0	0
POLD1.chr19.50919847.50920000	chr19	50919847	50920000	0	0
POLD1.chr19.50920282.50920374	chr19	50920282	50920374	0	0
POLD1.chr19.50920409.50920546	chr19	50920409	50920546	0	0
POLD1.chr19.50921079.50921224	chr19	50921079	50921224	0	0
RUNX1.chr21.36164412.36164927	chr21	36164412	36164927	0	0
RUNX1.chr21.36171578.36171779	chr21	36171578	36171779	0	0
RUNX1.chr21.36193948.36194013	chr21	36193948	36194013	0	0
RUNX1.chr21.36206687.36206918	chr21	36206687	36206918	0	0
RUNX1.chr21.36231751.36231895	chr21	36231751	36231895	0	0
RUNX1.chr21.36252834.36253030	chr21	36252834	36253030	0	0
RUNX1.chr21.36259120.36259429	chr21	36259120	36259429	0	0
RUNX1.chr21.36265202.36265280	chr21	36265202	36265280	0	0
RUNX1.chr21.36421119.36421216	chr21	36421119	36421216	0	0
LZTR1.chr22.21336641.21336880	chr22	21336641	21336880	0	0
LZTR1.chr22.21337296.21337398	chr22	21337296	21337398	0	0
LZTR1.chr22.21340110.21340206	chr22	21340110	21340206	0	0
LZTR1.chr22.21341773.21341892	chr22	21341773	21341892	0	0
LZTR1.chr22.21342279.21342427	chr22	21342279	21342427	0	0
LZTR1.chr22.21343058.21343181	chr22	21343058	21343181	0	0
LZTR1.chr22.21343894.21343991	chr22	21343894	21343991	0	0
LZTR1.chr22.21344655.21344834	chr22	21344655	21344834	0	0
LZTR1.chr22.21345897.21346138	chr22	21345897	21346138	0	0
LZTR1.chr22.21346483.21346678	chr22	21346483	21346678	0	0
LZTR1.chr22.21347063.21347213	chr22	21347063	21347213	0	0
LZTR1.chr22.21347931.21348063	chr22	21347931	21348063	0	0
LZTR1.chr22.21348193.21348328	chr22	21348193	21348328	0	0
LZTR1.chr22.21348373.21348578	chr22	21348373	21348578	0	0
LZTR1.chr22.21348827.21349036	chr22	21348827	21349036	0	0
LZTR1.chr22.21349139.21349335	chr22	21349139	21349335	0	0
LZTR1.chr22.21350015.21350181	chr22	21350015	21350181	0	0
LZTR1.chr22.21350232.21350421	chr22	21350232	21350421	0	0
LZTR1.chr22.21350965.21351110	chr22	21350965	21351110	0	0
LZTR1.chr22.21351155.21351275	chr22	21351155	21351275	0	0
LZTR1.chr22.21351501.21351654	chr22	21351501	21351654	0	0
SMARCB1.chr22.24129337.24129469	chr22	24129337	24129469	0	0
SMARCB1.chr22.24133923.24134101	chr22	24133923	24134101	0	0
SMARCB1.chr22.24135726.24135895	chr22	24135726	24135895	0	0
SMARCB1.chr22.24143111.24143288	chr22	24143111	24143288	0	0
SMARCB1.chr22.24145462.24145629	chr22	24145462	24145629	0	0
SMARCB1.chr22.24158937.24159143	chr22	24158937	24159143	0	0
SMARCB1.chr22.24167392.24167622	chr22	24167392	24167622	0	0
SMARCB1.chr22.24175739.24175910	chr22	24175739	24175910	0	0
SMARCB1.chr22.24176308.24176387	chr22	24176308	24176387	0	0
CHEK2.chr22.29083865.29083994	chr22	29083865	29083994	0	0
CHEK2.chr22.29085103.29085223	chr22	29085103	29085223	0	0
CHEK2.chr22.29090000.29090125	chr22	29090000	29090125	0	0
CHEK2.chr22.29091095.29091250	chr22	29091095	29091250	0	0
CHEK2.chr22.29091678.29091881	chr22	29091678	29091881	0	0
CHEK2.chr22.29092869.29092995	chr22	29092869	29092995	0	0
CHEK2.chr22.29095806.29095945	chr22	29095806	29095945	0	0
CHEK2.chr22.29099473.29099574	chr22	29099473	29099574	0	0
CHEK2.chr22.29105974.29106067	chr22	29105974	29106067	0	0
CHEK2.chr22.29107877.29108025	chr22	29107877	29108025	0	0
CHEK2.chr22.29115363.29115493	chr22	29115363	29115493	0	0
CHEK2.chr22.29120945.29121132	chr22	29120945	29121132	0	0
CHEK2.chr22.29121211.29121375	chr22	29121211	29121375	0	0
CHEK2.chr22.29126388.29126556	chr22	29126388	29126556	0	0
CHEK2.chr22.29130371.29130729	chr22	29130371	29130729	0	0
NF2.chr22.29999968.30000121	chr22	29999968	30000121	0	0
NF2.chr22.30032720.30032885	chr22	30032720	30032885	0	0
NF2.chr22.30035059.30035221	chr22	30035059	30035221	0	0
NF2.chr22.30038171.30038294	chr22	30038171	30038294	0	0
NF2.chr22.30050626.30050734	chr22	30050626	30050734	0	0
NF2.chr22.30051563.30051685	chr22	30051563	30051685	0	0
NF2.chr22.30054158.30054273	chr22	30054158	30054273	0	0
NF2.chr22.30057174.30057348	chr22	30057174	30057348	0	0
NF2.chr22.30060959.30061073	chr22	30060959	30061073	0	0
NF2.chr22.30064302.30064455	chr22	30064302	30064455	0	0
NF2.chr22.30067795.30067957	chr22	30067795	30067957	0	0
NF2.chr22.30069238.30069495	chr22	30069238	30069495	0	0
NF2.chr22.30070805.30070950	chr22	30070805	30070950	0	0
NF2.chr22.30074165.30074332	chr22	30074165	30074332	0	0
NF2.chr22.30077408.30077610	chr22	30077408	30077610	0	0
NF2.chr22.30078989.30079061	chr22	30078989	30079061	0	0
NF2.chr22.30090721.30090811	chr22	30090721	30090811	0	0
FANCB.chrX.14861672.14862123	chrX	14861672	14862123	0	0
FANCB.chrX.14862605.14862882	chrX	14862605	14862882	0	0
FANCB.chrX.14862958.14863428	chrX	14862958	14863428	0	0
FANCB.chrX.14868607.14868816	chrX	14868607	14868816	0	0
FANCB.chrX.14871141.14871309	chrX	14871141	14871309	0	0
FANCB.chrX.14875964.14876096	chrX	14875964	14876096	0	0
FANCB.chrX.14877284.14877476	chrX	14877284	14877476	0	0
FANCB.chrX.14882662.14883652	chrX	14882662	14883652	0	0
GPC3.chrX.132670135.132670341	chrX	132670135	132670341	0	0
GPC3.chrX.132730448.132730647	chrX	132730448	132730647	0	0
GPC3.chrX.132795738.132795898	chrX	132795738	132795898	0	0
GPC3.chrX.132826377.132826542	chrX	132826377	132826542	0	0
GPC3.chrX.132833903.132834076	chrX	132833903	132834076	0	0
GPC3.chrX.132838213.132838321	chrX	132838213	132838321	0	0
GPC3.chrX.132887489.132888223	chrX	132887489	132888223	0	0
GPC3.chrX.133087057.133087258	chrX	133087057	133087258	0	0
GPC3.chrX.133119282.133119496	chrX	133119282	133119496	0	0
GREM1.Promotor	chr15	32986220	33002449	0	0
PTEN.Promotor	chr10	89621000	89625500	0	0
TERT.Promotor	chr5	1295208	1295270	0	0
SRY.Sexmarker_chrY	chrY	2655033	2655644	0	0
AMG.genderassay_chrY	chrY	6737893	6738012	0	0
rs1210110	chr1	14096800	14096841	0	0
rs7555566	chr1	14804853	14804894	0	0
rs6666954	chr1	78578156	78578197	0	0
rs1364054	chr2	8178714	8178755	0	0
rs6734275	chr2	67241153	67241194	0	0
rs4411641	chr2	147596952	147596993	0	0
rs7584993	chr2	223845921	223845962	0	0
rs17272796	chr3	17077247	17077288	0	0
rs1155741	chr3	37627091	37627132	0	0
rs11130795	chr3	60898413	60898454	0	0
rs161792	chr3	151899683	151899724	0	0
rs11940551	chr4	27162457	27162498	0	0
rs6841061	chr4	185999522	185999563	0	0
rs37535	chr5	57617382	57617423	0	0
rs309557	chr5	82834609	82834650	0	0
rs9293511	chr5	88416333	88416374	0	0
rs9352613	chr6	79424412	79424453	0	0
rs9388856	chr6	131148842	131148883	0	0
rs685449	chr6	153344510	153344551	0	0
rs7808249	chr7	86983694	86983735	0	0
rs9693444	chr8	29509595	29509636	0	0
rs1106334	chr8	71012790	71012831	0	0
rs1393978	chr8	107236259	107236300	0	0
rs12682834	chr9	90062802	90062843	0	0
rs1381532	chr9	100190759	100190800	0	0
rs10883099	chr10	100219293	100219334	0	0
rs11017876	chr10	129200943	129200984	0	0
rs2583136	chr11	13102903	13102944	0	0
rs4617548	chr11	16133392	16133433	0	0
rs10748087	chr12	68195074	68195115	0	0
rs9572094	chr13	35252861	35252902	0	0
rs2988039	chr13	79766167	79766208	0	0
rs999737	chr14	69034661	69034702	0	0
rs4905366	chr14	96103078	96103119	0	0
rs4775699	chr15	47873528	47873569	0	0
rs1528601	chr16	51098406	51098447	0	0
rs9929218	chr16	68820925	68820966	0	0
rs8045964	chr16	81816712	81816753	0	0
rs11655512	chr17	20851714	20851755	0	0
rs4793172	chr17	43131459	43131500	0	0
rs9962023	chr18	21413848	21413889	0	0
rs2228611	chr19	10267056	10267097	0	0
rs10373	chr20	6100067	6100108	0	0
rs6074704	chr20	14167262	14167303	0	0
rs6512586	chr20	48301125	48301166	0	0
rs4148973	chr21	44323569	44323610	0	0
rs4675	chr22	21141279	21141320	0	0
rs242076	chr22	33229809	33229850	0	0
rs2032653.Sexmarker	chrY	15591516	15591557	0	0
rs34581739.Sexmarker	chrY	22921747	22921788	0	0
rs616488	chr1	10566194	10566235	0	0
rs11552449	chr1	114448368	114448409	0	0
rs11249433	chr1	121280592	121280633	0	0
rs6678914	chr1	202187155	202187196	0	0
rs4245739	chr1	204518821	204518862	0	0
rs12710696	chr2	19320782	19320823	0	0
rs4849887	chr2	121245101	121245142	0	0
rs2016394	chr2	172972950	172972991	0	0
rs1550623	chr2	174212873	174212914	0	0
rs1045485	chr2	202149568	202149609	0	0
rs13387042	chr2	217905811	217905852	0	0
rs16857609	chr2	218296487	218296528	0	0
rs6762644	chr3	4742255	4742296	0	0
rs4973768	chr3	27415992	27416033	0	0
rs12493607	chr3	30682918	30682959	0	0
rs9790517	chr4	106084757	106084798	0	0
rs6828523	chr4	175846405	175846446	0	0
rs10069690	chr5	1279769	1279810	0	0
rs7726159	chr5	1282298	1282339	0	0
rs2736108	chr5	1297467	1297508	0	0
rs10941679	chr5	44706477	44706518	0	0
rs889312	chr5	56031863	56031904	0	0
rs10472076	chr5	58184040	58184081	0	0
rs1353747	chr5	58337460	58337501	0	0
rs1432679	chr5	158244062	158244103	0	0
rs11242675	chr6	1318857	1318898	0	0
rs204247	chr6	13722502	13722543	0	0
rs17529111	chr6	82128365	82128406	0	0
rs12662670	chr6	151918835	151918876	0	0
rs2046210	chr6	151948345	151948386	0	0
rs720475	chr7	144074908	144074949	0	0
rs6472903	chr8	76230280	76230321	0	0
rs2943559	chr8	76417916	76417957	0	0
rs13281615	chr8	128355597	128355638	0	0
rs11780156	chr8	129194620	129194661	0	0
rs1011970	chr9	22062113	22062154	0	0
rs10759243	chr9	110306094	110306135	0	0
rs865686	chr9	110888457	110888498	0	0
rs2380205	chr10	5886713	5886754	0	0
rs7072776	chr10	22032921	22032962	0	0
rs11814448	chr10	22315822	22315863	0	0
rs10995190	chr10	64278661	64278702	0	0
rs704010	chr10	80841127	80841168	0	0
rs7904519	chr10	114773906	114773947	0	0
rs11199914	chr10	123093880	123093921	0	0
rs2981579	chr10	123337314	123337355	0	0
rs3817198	chr11	1908985	1909026	0	0
rs3903072	chr11	65583045	65583086	0	0
rs78540526	chr11	69331397	69331438	0	0
rs554219	chr11	69331621	69331662	0	0
rs75915166	chr11	69379140	69379181	0	0
rs11820646	chr11	129461150	129461191	0	0
rs12422552	chr12	14413910	14413951	0	0
rs10771399	chr12	28155059	28155100	0	0
rs17356907	chr12	96027738	96027779	0	0
rs1292011	chr12	115836501	115836542	0	0
rs11571833	chr13	32972605	32972646	0	0
rs2236007	chr14	37132748	37132789	0	0
rs2588809	chr14	68660407	68660448	0	0
rs941764	chr14	91841048	91841089	0	0
rs3803662	chr16	52586320	52586361	0	0
rs17817449	chr16	53813346	53813387	0	0
rs11075995	chr16	53855270	53855311	0	0
rs13329835	chr16	80650784	80650825	0	0
rs6504950	chr17	53056450	53056491	0	0
rs527616	chr18	24337403	24337444	0	0
rs1436904	chr18	24570646	24570687	0	0
rs8170	chr19	17389683	17389724	0	0
rs2363956	chr19	17394103	17394144	0	0
rs4808801	chr19	18571120	18571161	0	0
rs3760982	chr19	44286492	44286533	0	0
rs2823093	chr21	16520811	16520852	0	0
rs17879961	chr22	29121066	29121107	0	0
rs132390	chr22	29621456	29621497	0	0
rs6001930	chr22	40876213	40876254	0	0
Eurogentest.Cotrl3	chr18	19995536	19997774	0	0
Eurogentest.Cotrl1	chr1	152057442	152060019	0	0
Eurogentest.Cotrl2	chr9	5919683	5923309	0	0
APC.c1408731CT	chr5	112158409	112158429	0	0
APC.c1408735AT	chr5	112158413	112158433	0	0
APC.c532_941GA	chr5	112115536	112115556	0	0
ATM.IVS28_HGMD_as_A_G	chr11	108158138	108158198	0	0
ATM.IVS40_as_A_G__1050	chr11	108179807	108179867	0	0
